index,recno,RAJ2000,DEJ2000,Name,Comp,2MASS,Conf,l_Sep,Sep,PA,Date,Tech,r_Sep,DelMag,Filt,r_DelMag,pmRA,pmDE,r_pmRA,plx-DR2,e_plx-DR2,n_plx-DR2,epsi,sepsi,plx-lit,e_plx-lit,r_plx-lit,Gmag,BpRp,Vmag,Rmag,Imag,r_Vmag,Rtmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,n_Kmag,Mass,e_Mass,n_Mass,Memb,SimbadName
413,193,126.79916666666665,-44.98916666666666,LHS 2010,B,,AB,,0.914,,,,2013MNRAS.429..859J,,,,-166.65,512.91,2018A&A...616A...2L,72.6303,0.0718,nA,,,72.8,1.3,2010AJ....140..897R,,,,,,,,,,,,,,,0.201,0.014,v,mc,LHS 2010
418,154,104.44395833333331,-44.291194444444436,GJ 257,B,,AB,,0.56,280,1998,astdet,2012AJ....144...64D,0.0,222,2012AJ....144...64D,-1173.68,-126.0,2018A&A...616A...2L,124.5117,0.027,w,,,124.57,2.08,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.262,0.014,v,sc,GJ 257
422,180,118.72837499999999,-29.348999999999997,LHS 1955,B,,AB,,0.8081,104,2001,astdet,2010AJ....140..897R,0.5,R,2010AJ....140..897R,358.4,-511.31,2018A&A...616A...2L,80.3526,0.8245,,,,74.36,1.13,2010AJ....140..897R,,,,,,,,,,,,,,,0.193,0.015,v,sc,LHS 1955
429,189,123.79662499999998,-23.73769444444444,UPM 0815-2344,B,,AB,,1.5,...,2018,astdet,2018AJ....155..265H,,,,111.99,64.18,2018A&A...616A...2L,101.2625,0.0807,,,,105.05,0.87,2018AJ....155..265H,,,,,,,,,,,,,,,0.111,0.014,w,sc,UPM J0815-2344
433,221,138.90166666666664,-10.596444444444442,LHS 6167,B,,AB,,0.005,orb,2018,astorb,2018AJ....155..265H,1.43,i',2014ApJ...789..102J,-388.5,-206.57,2015AJ....149....5W,,,2p,,,103.33,1.0,2017AJ....154..151B,,,,,,,,,,,,,,,0.109,0.017,v,sc,LHS 6167
435,278,185.14083333333332,-82.43277777777777,L 18-22,B,,AB,,1.0,,,,Winters; in prep,,,,14.88,244.93,2018A&A...616A...2L,81.7493,0.6085,nA,,,79.7,2.57,2017AJ....153...14W,,,,,,,,,,,,,,,0.149,0.015,v,mc,L 18-22
442,378,264.2652083333333,-44.319222222222216,GJ 682,B,,AB,,0.17,190,2005,AO det,2015MNRAS.449.2618W,1.01,H,2015MNRAS.449.2618W,-706.11,-937.91,2018A&A...616A...2L,199.7031,0.0832,,,,198.09,2.06,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.139,0.014,v,sc,GJ 682
456,304,198.28887499999996,-41.51102777777777,WT 392,B,,AB,,1.0,,,,Winters; in prep,,,,-1024.98,24.53,2018A&A...616A...2L,84.2744,0.2419,,,,83.58,1.58,2005AJ....129.1954J,,,,,,,,,,,,,,,0.118,0.014,v,sc,WT 392
469,395,272.81374999999997,-78.98972222222221,L 43-72,B,,AB,,1.36,,,,2018A&A...616A...2L,1.47,G,2018A&A...616A...2L,60.5,304.05,2018A&A...616A...2L,85.5128,0.2736,w,,,84.04,1.46,2016AJ....152...24W 2017AJ....153...14W,,,,,,,,,,,,,,,0.177,0.014,v,mc,L 43-72
482,499,345.89837499999993,-46.84641666666666,SCR 2303-4650,B,,AB,,0.275,332,2010,spkdet,2018AJ....155..215M,0.1,V,2018AJ....155..215M,-172.03,-25.41,2018A&A...616A...2L,67.3587,0.8545,,,,63.4,1.16,2019AJ....157..216W,,,,,,,,,,,,,,,0.15,0.014,v,sc,SCR J2303-4650
483,500,346.4670833333333,-35.85305555555555,GJ 887,B,,AB,,0.07,,,,2015MNRAS.449.2618W,,,,6765.99,1330.39,2018A&A...616A...2L,304.219,0.0451,nA,,,305.08,0.7,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.251,0.032,v,mc,GJ 887
493,455,312.29141666666663,-40.201722222222216,SCR 2049-4012,B,,AB,,0.0137,orb,2018,astorb,2018AJ....155..265H,,,,-67.7,-9.69,2018A&A...616A...2L,105.1555,0.2656,,,,104.39,0.87,2018AJ....155..265H,,,,,,,,,,,,,,,0.103,0.014,w,sc,SCR J2049-4012
498,437,297.8995416666666,-35.17708333333333,2MA 1951-3510,B,,AB,,1.9,131,2013,visdet,2019AJ....157..216W,0.3,I,2019AJ....157..216W,382.47,97.55,2018A&A...616A...2L,88.2318,0.06,w,,,85.3,6.4,2016AJ....151..160F,,,,,,,,,,,,,,,0.147,0.014,v,sc,2MASS J19513587-3510375
500,445,301.95016666666663,-31.758027777777773,GJ 781.1,C,,AC,,1.0,,,,Winters; in prep,,,,287.49,-750.64,2018A&A...616A...2L,68.0088,0.0852,,,,64.2,4.56,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.199,0.014,v,sc,
502,431,296.22416666666663,-23.633138888888887,LP 869-26,B,,AB,,0.828,353,2005,AO det,2006A&A...460L..19M,0.08,K',2006A&A...460L..19M,318.22,-134.14,2018A&A...616A...2L,69.0936,0.5902,,,,67.87,1.1,2017AJ....154..151B,,,,,,,,,,,,,,,0.152,0.014,v,sc,LP 869-26
509,461,313.90737499999994,-14.035583333333332,GJ 810,C,,AC,,0.0648,orb,2018,radorb,2018A&A...619A..32B,0.33,Ks,2018A&A...619A..32B,1425.49,-464.3,2018A&A...616A...2L,77.0149,0.3956,,,,78.58,0.49,2011AJ....141..117J 2011AJ....141..117J 2016AJ....152...24W 2016AJ....152...24W 1995gcts.book.....V,,,,,,,,,,,,,,,0.201,0.021,a,sc,
511,470,322.8277083333333,-9.790666666666665,GJ 831,B,,AB,,0.1448,orb,2000,astrad,2016AJ....152..141B,1.2,Ks,2016AJ....152..141B,1246.51,-61.06,2018A&A...616A...2L,134.0831,1.1125,,,,128.21,2.05,1999A&A...341..121S 1995gcts.book.....V,,,,,,,,,,,,,,,0.145,0.002,c,sc,GJ 831
